Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
Original,13003,0.1%,2814,0.4%,3462,0.0%,6265,0.1%
Original,13184,0.1%,2871,0.4%,3468,0.0%,6382,0.1%
Original,13296,0.1%,2912,0.4%,3472,0.0%,6449,0.1%
Original,13301,0.1%,2917,0.4%,3472,0.0%,6449,0.1%
Original,13309,0.1%,2925,0.4%,3472,0.0%,6449,0.1%
Original,13431,0.1%,2957,0.4%,3475,0.0%,6528,0.1%
Original,13464,0.1%,2982,0.4%,3479,0.0%,6532,0.1%
Original,13469,0.1%,2987,0.4%,3479,0.0%,6532,0.1%
Original,13677,0.1%,3033,0.3%,3512,0.0%,6650,0.1%
Original,13691,0.1%,3042,0.3%,3517,0.0%,6650,0.1%
Original,13772,0.1%,3085,0.4%,3526,0.0%,6679,0.1%
Original,13849,0.1%,3101,0.4%,3530,0.0%,6734,0.1%
Original,13918,0.1%,3124,0.4%,3531,0.0%,6779,0.1%
Original,13928,0.1%,3126,0.4%,3531,0.0%,6787,0.1%
Original,13946,0.1%,3130,0.4%,3538,0.0%,6794,0.1%
Original,14055,0.1%,3165,0.3%,3551,0.0%,6855,0.1%
Original,14249,0.1%,3181,0.3%,3554,0.0%,7027,0.1%
Original,14334,0.1%,3202,0.3%,3556,0.0%,7089,0.1%
Original,14342,0.1%,3208,0.3%,3558,0.0%,7089,0.1%
Original,14349,0.1%,3210,0.3%,3562,0.0%,7089,0.1%
Original,14381,0.1%,3232,0.3%,3564,0.0%,7096,0.1%
Original,14603,0.1%,3320,0.4%,3577,0.0%,7217,0.1%
Original,14934,0.1%,3463,0.3%,3693,0.0%,7289,0.1%
Original,15910,0.1%,4049,0.3%,3900,0.0%,7469,0.1%
Original,15961,0.1%,4052,0.3%,3904,0.0%,7513,0.1%
Original,16089,0.1%,4102,0.3%,3912,0.0%,7583,0.1%
Original,16185,0.1%,4135,0.2%,3918,0.0%,7631,0.1%
Original,16257,0.1%,4143,0.2%,3930,0.0%,7679,0.1%
Original,16563,0.1%,4193,0.2%,3983,0.0%,7874,0.1%
Original,16691,0.1%,4203,0.2%,3989,0.0%,7970,0.1%
Original,16841,0.1%,4210,0.2%,3991,0.0%,8110,0.1%
Original,16887,0.1%,4223,0.2%,3993,0.0%,8141,0.1%
Original,17003,0.1%,4295,0.2%,4013,0.0%,8164,0.1%
Original,17029,0.1%,4310,0.2%,4019,0.0%,8169,0.1%
Original,17070,0.1%,4313,0.2%,4019,0.0%,8206,0.1%
Original,17122,0.1%,4342,0.2%,4034,0.0%,8211,0.1%
Original,17169,0.1%,4368,0.2%,4039,0.0%,8227,0.1%
Original,17414,0.1%,4519,0.2%,4073,0.0%,8284,0.1%
Original,17499,0.1%,4556,0.2%,4085,0.0%,8319,0.1%
Original,17530,0.1%,4579,0.2%,4085,0.0%,8327,0.1%
Original,17557,0.1%,4596,0.2%,4090,0.0%,8332,0.1%
Original,17568,0.1%,4604,0.2%,4092,0.0%,8332,0.1%
Original,17626,0.1%,4643,0.2%,4096,0.0%,8346,0.1%
Original,17693,0.1%,4664,0.2%,4100,0.0%,8388,0.1%
Original,17736,0.1%,4681,0.2%,4105,0.0%,8406,0.1%
Original,18410,0.1%,4874,0.2%,4125,0.0%,8860,0.1%
Original,18756,0.1%,5002,0.2%,4144,0.0%,9058,0.1%
Original,18789,0.1%,5026,0.2%,4148,0.0%,9063,0.1%
Original,18958,0.1%,5075,0.2%,4155,0.0%,9173,0.0%
Original,19067,0.1%,5114,0.2%,4157,0.0%,9241,0.0%
Original,19293,0.1%,5139,0.2%,4169,0.0%,9428,0.0%
Original,19302,0.1%,5144,0.2%,4171,0.0%,9430,0.0%
Original,19470,0.1%,5180,0.2%,4171,0.0%,9562,0.0%
Original,19503,0.1%,5194,0.2%,4171,0.0%,9581,0.0%
Original,19513,0.1%,5197,0.2%,4176,0.0%,9583,0.0%
Original,19548,0.1%,5208,0.2%,4178,0.0%,9605,0.0%
Original,19576,0.1%,5220,0.2%,4181,0.0%,9618,0.0%
Original,19609,0.1%,5233,0.2%,4183,0.0%,9636,0.0%
Original,19641,0.1%,5235,0.2%,4183,0.0%,9665,0.0%
Original,19654,0.1%,5241,0.2%,4185,0.0%,9670,0.0%
Original,19675,0.1%,5250,0.2%,4190,0.0%,9677,0.0%
Original,19684,0.1%,5250,0.2%,4198,0.0%,9678,0.0%
Original,19699,0.1%,5255,0.2%,4198,0.0%,9688,0.0%
Original,19968,0.1%,5293,0.2%,4209,0.0%,9903,0.0%
Original,20350,0.1%,5404,0.2%,4233,0.0%,10150,0.0%
Original,20392,0.1%,5422,0.2%,4242,0.0%,10165,0.0%
Original,20436,0.1%,5452,0.2%,4245,0.0%,10175,0.0%
Original,20502,0.1%,5469,0.2%,4245,0.0%,10206,0.0%
Original,20636,0.1%,5488,0.2%,4257,0.0%,10308,0.0%
Original,20663,0.1%,5501,0.2%,4257,0.0%,10322,0.0%
Original,20682,0.1%,5502,0.2%,4257,0.0%,10340,0.0%
Original,20689,0.1%,5507,0.2%,4259,0.0%,10340,0.0%
Original,20795,0.1%,5542,0.2%,4268,0.0%,10402,0.0%
Original,20939,0.1%,5570,0.2%,4272,0.0%,10514,0.0%
Original,21036,0.1%,5625,0.2%,4272,0.0%,10556,0.0%
Original,21255,0.1%,5724,0.1%,4304,0.0%,10640,0.0%
Original,21435,0.1%,5753,0.1%,4311,0.0%,10784,0.0%
Original,21537,0.1%,5757,0.1%,4312,0.0%,10881,0.0%
Original,21592,0.1%,5764,0.1%,4313,0.0%,10928,0.0%
Original,21744,0.1%,5771,0.1%,4314,0.0%,11061,0.0%
Original,21832,0.1%,5784,0.1%,4314,0.0%,11135,0.0%
Original,22172,0.0%,5848,0.1%,4324,0.0%,11399,0.0%
Original,22276,0.0%,5858,0.1%,4324,0.0%,11493,0.0%
Original,22429,0.0%,5911,0.1%,4340,0.0%,11576,0.0%
Original,23022,0.0%,6101,0.1%,4394,0.0%,11903,0.0%
Original,24158,0.0%,6458,0.1%,4543,0.0%,12476,0.0%
Original,24373,0.0%,6510,0.1%,4552,0.0%,12627,0.0%
Original,24506,0.0%,6575,0.1%,4568,0.0%,12679,0.0%
Original,24631,0.0%,6584,0.1%,4575,0.0%,12785,0.0%
Original,25175,0.0%,6768,0.0%,4626,0.0%,13082,0.0%
Original,25350,0.0%,6810,0.0%,4650,0.0%,13183,0.0%
Original,25649,0.0%,6849,0.0%,4680,0.0%,13399,0.0%
