Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
Original,32,0.0%,92,0.0%,150,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,32,0.0%,92,0.0%,153,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,158,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,158,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,158,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,159,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,159,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,159,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,159,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,167,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,167,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,167,0.0%,0,0.0%,2,0.0%,79,0.0%,92,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,93,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,93,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,93,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,95,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,95,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,95,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,95,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,95,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,177,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,178,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,2,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,5,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,5,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,33,0.0%,92,0.0%,179,0.0%,0,0.0%,5,0.0%,79,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,34,0.0%,92,0.0%,186,0.0%,0,0.0%,5,0.0%,80,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,34,0.0%,92,0.0%,190,0.0%,0,0.0%,5,0.0%,80,0.0%,98,0.0%,0,0.0%,0,0.0%,6,0.0%
Original,34,0.0%,92,0.0%,196,0.0%,0,0.0%,5,0.0%,80,0.0%,98,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,212,0.0%,0,0.0%,5,0.0%,80,0.0%,98,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,212,0.0%,0,0.0%,5,0.0%,80,0.0%,99,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,212,0.0%,0,0.0%,5,0.0%,80,0.0%,99,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,213,0.0%,0,0.0%,5,0.0%,80,0.0%,99,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,213,0.0%,0,0.0%,5,0.0%,80,0.0%,99,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,213,0.0%,0,0.0%,5,0.0%,80,0.0%,100,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,216,0.0%,0,0.0%,5,0.0%,80,0.0%,100,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,216,0.0%,0,0.0%,5,0.0%,80,0.0%,100,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,218,0.0%,0,0.0%,5,0.0%,80,0.0%,101,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,218,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,218,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,218,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,219,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,220,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,220,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,223,0.0%,0,0.0%,5,0.0%,80,0.0%,102,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,226,0.0%,0,0.0%,5,0.0%,80,0.0%,106,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,226,0.0%,0,0.0%,5,0.0%,80,0.0%,107,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,92,0.0%,226,0.0%,0,0.0%,5,0.0%,80,0.0%,107,0.0%,0,0.0%,0,0.0%,8,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,107,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,107,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,109,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,110,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,110,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,110,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,110,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,110,0.0%,0,0.0%,0,0.0%,9,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,113,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,113,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,226,0.0%,0,0.0%,5,0.0%,81,0.0%,113,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,227,0.0%,0,0.0%,5,0.0%,81,0.0%,113,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,114,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,243,0.0%,0,0.0%,5,0.0%,82,0.0%,115,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,34,0.0%,93,0.0%,245,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,12,0.0%
Original,34,0.0%,93,0.0%,245,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,12,0.0%
Original,34,0.0%,93,0.0%,245,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,12,0.0%
Original,34,0.0%,93,0.0%,245,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,12,0.0%
Original,34,0.0%,93,0.0%,253,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,15,0.0%
Original,34,0.0%,93,0.0%,253,0.0%,0,0.0%,5,0.0%,82,0.0%,116,0.0%,0,0.0%,0,0.0%,16,0.0%
Original,34,0.0%,93,0.0%,253,0.0%,0,0.0%,5,0.0%,82,0.0%,118,0.0%,0,0.0%,0,0.0%,16,0.0%
Original,34,0.0%,93,0.0%,253,0.0%,0,0.0%,5,0.0%,82,0.0%,118,0.0%,0,0.0%,0,0.0%,16,0.0%
Original,34,0.0%,93,0.0%,253,0.0%,0,0.0%,5,0.0%,82,0.0%,119,0.0%,0,0.0%,0,0.0%,16,0.0%
Original,34,0.0%,93,0.0%,264,0.0%,0,0.0%,6,0.0%,83,0.0%,127,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,311,0.0%,0,0.0%,8,0.0%,85,0.0%,133,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,313,0.0%,0,0.0%,8,0.0%,86,0.0%,133,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,313,0.0%,0,0.0%,8,0.0%,86,0.0%,133,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,316,0.0%,0,0.0%,8,0.0%,86,0.0%,133,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,326,0.0%,0,0.0%,9,0.0%,86,0.0%,134,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,333,0.0%,0,0.0%,9,0.0%,87,0.0%,134,0.0%,0,0.0%,0,0.0%,17,0.0%
Original,34,0.0%,93,0.0%,347,0.0%,0,0.0%,9,0.0%,87,0.0%,134,0.0%,0,0.0%,0,0.0%,17,0.0%
