Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,38,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,12,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,40,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,41,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,29,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,42,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,10,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,6,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
Original,7,0.0%,13,0.0%,30,0.0%,0,0.0%,1,0.0%,17,0.0%,43,0.0%,0,0.0%,0,0.0%,11,0.0%
