Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
Original,3215,0.0%,1324,0.0%,439,0.0%,1388,0.0%
Original,3267,0.0%,1362,0.0%,442,0.0%,1399,0.0%
Original,3318,0.0%,1366,0.0%,442,0.0%,1445,0.0%
Original,3370,0.0%,1368,0.0%,442,0.0%,1495,0.0%
Original,3391,0.0%,1378,0.0%,446,0.0%,1502,0.0%
Original,3442,0.0%,1381,0.0%,452,0.0%,1543,0.0%
Original,3478,0.0%,1391,0.0%,452,0.0%,1569,0.0%
Original,3545,0.0%,1456,0.0%,454,0.0%,1569,0.0%
Original,3571,0.0%,1468,0.0%,460,0.0%,1576,0.0%
Original,3582,0.0%,1479,0.0%,460,0.0%,1576,0.0%
Original,3604,0.0%,1493,0.0%,460,0.0%,1584,0.0%
Original,3640,0.0%,1529,0.0%,460,0.0%,1584,0.0%
Original,3646,0.0%,1535,0.0%,460,0.0%,1584,0.0%
Original,3680,0.0%,1569,0.0%,460,0.0%,1584,0.0%
Original,3688,0.0%,1577,0.0%,460,0.0%,1584,0.0%
Original,3688,0.0%,1577,0.0%,460,0.0%,1584,0.0%
Original,3695,0.0%,1583,0.0%,460,0.0%,1585,0.0%
Original,3878,0.0%,1589,0.0%,460,0.0%,1762,0.0%
Original,4117,0.0%,1598,0.0%,460,0.0%,1986,0.0%
Original,4289,0.0%,1598,0.0%,460,0.0%,2155,0.0%
Original,4405,0.0%,1603,0.0%,460,0.0%,2266,0.0%
Original,4464,0.0%,1618,0.0%,460,0.0%,2310,0.0%
Original,4469,0.0%,1620,0.0%,460,0.0%,2313,0.0%
Original,4475,0.0%,1622,0.0%,460,0.0%,2317,0.0%
Original,4486,0.0%,1632,0.0%,460,0.0%,2318,0.0%
Original,4493,0.0%,1639,0.0%,460,0.0%,2318,0.0%
Original,4568,0.0%,1676,0.0%,461,0.0%,2355,0.0%
Original,4578,0.0%,1683,0.0%,461,0.0%,2358,0.0%
Original,4478,0.0%,1661,0.0%,461,0.0%,2284,0.0%
Original,4466,0.0%,1649,0.0%,461,0.0%,2284,0.0%
Original,4453,0.0%,1643,0.0%,461,0.0%,2277,0.0%
Original,4421,0.0%,1625,0.0%,458,0.0%,2266,0.0%
Original,4417,0.0%,1621,0.0%,458,0.0%,2266,0.0%
Original,4355,0.0%,1578,0.0%,458,0.0%,2247,0.0%
Original,4355,0.0%,1578,0.0%,458,0.0%,2247,0.0%
Original,4346,0.0%,1569,0.0%,458,0.0%,2247,0.0%
Original,4316,0.0%,1546,0.0%,458,0.0%,2240,0.0%
Original,4278,0.0%,1542,0.0%,449,0.0%,2215,0.0%
Original,4277,0.0%,1541,0.0%,449,0.0%,2215,0.0%
Original,4272,0.0%,1536,0.0%,449,0.0%,2215,0.0%
Original,4247,0.0%,1516,0.0%,444,0.0%,2215,0.0%
Original,4231,0.0%,1504,0.0%,442,0.0%,2213,0.0%
Original,3995,0.0%,1456,0.0%,439,0.0%,2028,0.0%
Original,3971,0.0%,1455,0.0%,424,0.0%,2020,0.0%
Original,3903,0.0%,1452,0.0%,422,0.0%,1958,0.0%
Original,3853,0.0%,1451,0.0%,422,0.0%,1910,0.0%
Original,3846,0.0%,1451,0.0%,415,0.0%,1910,0.0%
Original,3789,0.0%,1447,0.0%,408,0.0%,1864,0.0%
Original,3714,0.0%,1432,0.0%,399,0.0%,1813,0.0%
Original,3666,0.0%,1430,0.0%,399,0.0%,1767,0.0%
Original,3613,0.0%,1426,0.0%,399,0.0%,1719,0.0%
Original,3471,0.0%,1423,0.0%,399,0.0%,1580,0.0%
Original,3464,0.0%,1418,0.0%,397,0.0%,1580,0.0%
Original,3459,0.0%,1414,0.0%,397,0.0%,1579,0.0%
Original,3381,0.0%,1358,0.0%,390,0.0%,1564,0.0%
Original,3379,0.0%,1356,0.0%,390,0.0%,1564,0.0%
Original,3340,0.0%,1354,0.0%,390,0.0%,1527,0.0%
Original,3278,0.0%,1350,0.0%,390,0.0%,1470,0.0%
Original,3259,0.0%,1341,0.0%,384,0.0%,1466,0.0%
Original,3162,0.0%,1325,0.0%,378,0.0%,1392,0.0%
Original,3140,0.0%,1303,0.0%,378,0.0%,1392,0.0%
Original,3106,0.0%,1270,0.0%,377,0.0%,1392,0.0%
Original,3077,0.0%,1256,0.0%,370,0.0%,1385,0.0%
Original,3067,0.0%,1246,0.0%,370,0.0%,1385,0.0%
Original,3040,0.0%,1227,0.0%,370,0.0%,1377,0.0%
Original,3000,0.0%,1187,0.0%,370,0.0%,1377,0.0%
Original,2969,0.0%,1156,0.0%,370,0.0%,1377,0.0%
Original,2963,0.0%,1150,0.0%,370,0.0%,1377,0.0%
Original,2963,0.0%,1150,0.0%,370,0.0%,1377,0.0%
Original,2844,0.0%,1132,0.0%,370,0.0%,1276,0.0%
Original,2683,0.0%,1125,0.0%,370,0.0%,1131,0.0%
Original,2549,0.0%,1121,0.0%,370,0.0%,1005,0.0%
Original,2362,0.0%,1121,0.0%,370,0.0%,821,0.0%
Original,2164,0.0%,1110,0.0%,370,0.0%,634,0.0%
Original,2151,0.0%,1098,0.0%,370,0.0%,633,0.0%
Original,2134,0.0%,1090,0.0%,368,0.0%,626,0.0%
Original,2133,0.0%,1089,0.0%,368,0.0%,626,0.0%
Original,2133,0.0%,1089,0.0%,368,0.0%,626,0.0%
Original,2122,0.0%,1079,0.0%,368,0.0%,625,0.0%
Original,2044,0.0%,1027,0.0%,365,0.0%,602,0.0%
Original,2012,0.0%,1012,0.0%,365,0.0%,585,0.0%
Original,2012,0.0%,1012,0.0%,365,0.0%,585,0.0%
Original,2124,0.0%,1036,0.0%,367,0.0%,660,0.0%
Original,2135,0.0%,1047,0.0%,367,0.0%,660,0.0%
Original,2148,0.0%,1053,0.0%,367,0.0%,667,0.0%
Original,2170,0.0%,1066,0.0%,368,0.0%,675,0.0%
Original,2190,0.0%,1071,0.0%,370,0.0%,688,0.0%
Original,2196,0.0%,1077,0.0%,370,0.0%,688,0.0%
Original,2217,0.0%,1079,0.0%,370,0.0%,707,0.0%
Original,2259,0.0%,1121,0.0%,370,0.0%,707,0.0%
Original,2269,0.0%,1131,0.0%,370,0.0%,707,0.0%
Original,2280,0.0%,1142,0.0%,370,0.0%,707,0.0%
Original,2316,0.0%,1162,0.0%,379,0.0%,714,0.0%
Original,2349,0.0%,1167,0.0%,381,0.0%,740,0.0%
Original,2354,0.0%,1172,0.0%,381,0.0%,740,0.0%
Original,2363,0.0%,1181,0.0%,381,0.0%,740,0.0%
Original,2392,0.0%,1201,0.0%,390,0.0%,740,0.0%
Original,2400,0.0%,1207,0.0%,390,0.0%,742,0.0%
Original,2411,0.0%,1218,0.0%,390,0.0%,742,0.0%
Original,2680,0.0%,1260,0.0%,410,0.0%,949,0.0%
Original,2691,0.0%,1260,0.0%,412,0.0%,957,0.0%
Original,2806,0.0%,1268,0.0%,412,0.0%,1063,0.0%
Original,2815,0.0%,1268,0.0%,421,0.0%,1063,0.0%
Original,2870,0.0%,1271,0.0%,425,0.0%,1111,0.0%
Original,2952,0.0%,1289,0.0%,433,0.0%,1167,0.0%
Original,2996,0.0%,1291,0.0%,433,0.0%,1209,0.0%
Original,3054,0.0%,1297,0.0%,433,0.0%,1260,0.0%
Original,3180,0.0%,1300,0.0%,433,0.0%,1383,0.0%
Original,3187,0.0%,1305,0.0%,435,0.0%,1383,0.0%
Original,3192,0.0%,1309,0.0%,435,0.0%,1384,0.0%
Original,3215,0.0%,1324,0.0%,439,0.0%,1388,0.0%
Original,3267,0.0%,1362,0.0%,442,0.0%,1399,0.0%
Original,3318,0.0%,1366,0.0%,442,0.0%,1445,0.0%
Original,3370,0.0%,1368,0.0%,442,0.0%,1495,0.0%
Original,3391,0.0%,1378,0.0%,446,0.0%,1502,0.0%
Original,3442,0.0%,1381,0.0%,452,0.0%,1543,0.0%
Original,3478,0.0%,1391,0.0%,452,0.0%,1569,0.0%
Original,3545,0.0%,1456,0.0%,454,0.0%,1569,0.0%
Original,3571,0.0%,1468,0.0%,460,0.0%,1576,0.0%
Original,3582,0.0%,1479,0.0%,460,0.0%,1576,0.0%
Original,3604,0.0%,1493,0.0%,460,0.0%,1584,0.0%
Original,3640,0.0%,1529,0.0%,460,0.0%,1584,0.0%
Original,3646,0.0%,1535,0.0%,460,0.0%,1584,0.0%
Original,3680,0.0%,1569,0.0%,460,0.0%,1584,0.0%
Original,3688,0.0%,1577,0.0%,460,0.0%,1584,0.0%
Original,3688,0.0%,1577,0.0%,460,0.0%,1584,0.0%
Original,3695,0.0%,1583,0.0%,460,0.0%,1585,0.0%
Original,3878,0.0%,1589,0.0%,460,0.0%,1762,0.0%
Original,4117,0.0%,1598,0.0%,460,0.0%,1986,0.0%
Original,4289,0.0%,1598,0.0%,460,0.0%,2155,0.0%
Original,4405,0.0%,1603,0.0%,460,0.0%,2266,0.0%
Original,4464,0.0%,1618,0.0%,460,0.0%,2310,0.0%
Original,4469,0.0%,1620,0.0%,460,0.0%,2313,0.0%
Original,4475,0.0%,1622,0.0%,460,0.0%,2317,0.0%
Original,4486,0.0%,1632,0.0%,460,0.0%,2318,0.0%
Original,4493,0.0%,1639,0.0%,460,0.0%,2318,0.0%
Original,4568,0.0%,1676,0.0%,461,0.0%,2355,0.0%
Original,4578,0.0%,1683,0.0%,461,0.0%,2358,0.0%
Original,4478,0.0%,1661,0.0%,461,0.0%,2284,0.0%
Original,4466,0.0%,1649,0.0%,461,0.0%,2284,0.0%
Original,4453,0.0%,1643,0.0%,461,0.0%,2277,0.0%
Original,4421,0.0%,1625,0.0%,458,0.0%,2266,0.0%
Original,4417,0.0%,1621,0.0%,458,0.0%,2266,0.0%
Original,4355,0.0%,1578,0.0%,458,0.0%,2247,0.0%
Original,4355,0.0%,1578,0.0%,458,0.0%,2247,0.0%
Original,4346,0.0%,1569,0.0%,458,0.0%,2247,0.0%
Original,4316,0.0%,1546,0.0%,458,0.0%,2240,0.0%
Original,4278,0.0%,1542,0.0%,449,0.0%,2215,0.0%
Original,4277,0.0%,1541,0.0%,449,0.0%,2215,0.0%
Original,4272,0.0%,1536,0.0%,449,0.0%,2215,0.0%
Original,4247,0.0%,1516,0.0%,444,0.0%,2215,0.0%
Original,4231,0.0%,1504,0.0%,442,0.0%,2213,0.0%
Original,3995,0.0%,1456,0.0%,439,0.0%,2028,0.0%
Original,3971,0.0%,1455,0.0%,424,0.0%,2020,0.0%
Original,3903,0.0%,1452,0.0%,422,0.0%,1958,0.0%
Original,3853,0.0%,1451,0.0%,422,0.0%,1910,0.0%
Original,3846,0.0%,1451,0.0%,415,0.0%,1910,0.0%
Original,3789,0.0%,1447,0.0%,408,0.0%,1864,0.0%
Original,3714,0.0%,1432,0.0%,399,0.0%,1813,0.0%
Original,3666,0.0%,1430,0.0%,399,0.0%,1767,0.0%
Original,3613,0.0%,1426,0.0%,399,0.0%,1719,0.0%
Original,3471,0.0%,1423,0.0%,399,0.0%,1580,0.0%
Original,3464,0.0%,1418,0.0%,397,0.0%,1580,0.0%
Original,3459,0.0%,1414,0.0%,397,0.0%,1579,0.0%
Original,3381,0.0%,1358,0.0%,390,0.0%,1564,0.0%
Original,3379,0.0%,1356,0.0%,390,0.0%,1564,0.0%
Original,3340,0.0%,1354,0.0%,390,0.0%,1527,0.0%
Original,3278,0.0%,1350,0.0%,390,0.0%,1470,0.0%
Original,3259,0.0%,1341,0.0%,384,0.0%,1466,0.0%
Original,3162,0.0%,1325,0.0%,378,0.0%,1392,0.0%
Original,3140,0.0%,1303,0.0%,378,0.0%,1392,0.0%
Original,3106,0.0%,1270,0.0%,377,0.0%,1392,0.0%
Original,3077,0.0%,1256,0.0%,370,0.0%,1385,0.0%
Original,3067,0.0%,1246,0.0%,370,0.0%,1385,0.0%
Original,3040,0.0%,1227,0.0%,370,0.0%,1377,0.0%
Original,3000,0.0%,1187,0.0%,370,0.0%,1377,0.0%
Original,2969,0.0%,1156,0.0%,370,0.0%,1377,0.0%
Original,2963,0.0%,1150,0.0%,370,0.0%,1377,0.0%
Original,2963,0.0%,1150,0.0%,370,0.0%,1377,0.0%
Original,2844,0.0%,1132,0.0%,370,0.0%,1276,0.0%
Original,2683,0.0%,1125,0.0%,370,0.0%,1131,0.0%
Original,2549,0.0%,1121,0.0%,370,0.0%,1005,0.0%
Original,2362,0.0%,1121,0.0%,370,0.0%,821,0.0%
Original,2164,0.0%,1110,0.0%,370,0.0%,634,0.0%
Original,2151,0.0%,1098,0.0%,370,0.0%,633,0.0%
Original,2134,0.0%,1090,0.0%,368,0.0%,626,0.0%
Original,2133,0.0%,1089,0.0%,368,0.0%,626,0.0%
Original,2133,0.0%,1089,0.0%,368,0.0%,626,0.0%
Original,2122,0.0%,1079,0.0%,368,0.0%,625,0.0%
Original,2044,0.0%,1027,0.0%,365,0.0%,602,0.0%
Original,2012,0.0%,1012,0.0%,365,0.0%,585,0.0%
Original,2012,0.0%,1012,0.0%,365,0.0%,585,0.0%
Original,2047,0.0%,1047,0.0%,365,0.0%,585,0.0%
Original,2091,0.0%,1089,0.0%,367,0.0%,585,0.0%
Original,2047,0.0%,1047,0.0%,365,0.0%,585,0.0%
Original,2073,0.0%,1058,0.0%,367,0.0%,598,0.0%
Original,2047,0.0%,1047,0.0%,365,0.0%,585,0.0%
Original,2073,0.0%,1058,0.0%,367,0.0%,598,0.0%
Original,2047,0.0%,1047,0.0%,365,0.0%,585,0.0%
Original,2159,0.0%,1071,0.0%,367,0.0%,660,0.0%
Original,2170,0.0%,1082,0.0%,367,0.0%,660,0.0%
Original,2196,0.0%,1093,0.0%,369,0.0%,673,0.0%
Original,2085,0.0%,1070,0.0%,367,0.0%,598,0.0%
Original,2073,0.0%,1058,0.0%,367,0.0%,598,0.0%
Original,2047,0.0%,1047,0.0%,365,0.0%,585,0.0%
Original,2012,0.0%,1012,0.0%,365,0.0%,585,0.0%
