Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
Original,6168,0.2%,2565,0.4%,1611,0.0%,1892,0.2%
Original,6172,0.2%,2569,0.4%,1611,0.0%,1892,0.2%
Original,6176,0.2%,2570,0.4%,1614,0.0%,1892,0.2%
Original,6217,0.2%,2589,0.4%,1618,0.0%,1908,0.2%
Original,6229,0.2%,2592,0.4%,1619,0.0%,1916,0.2%
Original,6230,0.2%,2593,0.4%,1619,0.0%,1916,0.2%
Original,6260,0.2%,2622,0.4%,1620,0.0%,1916,0.2%
Original,6267,0.2%,2627,0.4%,1622,0.0%,1916,0.2%
Original,6273,0.2%,2633,0.4%,1622,0.0%,1916,0.2%
Original,6277,0.2%,2637,0.4%,1622,0.0%,1916,0.2%
Original,6278,0.2%,2638,0.4%,1622,0.0%,1916,0.2%
Original,6293,0.2%,2650,0.4%,1625,0.0%,1916,0.2%
Original,6299,0.2%,2656,0.3%,1625,0.0%,1916,0.2%
Original,6317,0.2%,2674,0.3%,1625,0.0%,1916,0.2%
Original,6364,0.2%,2720,0.3%,1625,0.0%,1917,0.2%
Original,6375,0.2%,2731,0.3%,1625,0.0%,1917,0.2%
Original,6398,0.1%,2746,0.2%,1628,0.0%,1922,0.2%
Original,6434,0.1%,2782,0.2%,1628,0.0%,1922,0.2%
Original,6471,0.1%,2817,0.2%,1628,0.0%,1924,0.2%
Original,6508,0.1%,2845,0.2%,1637,0.0%,1924,0.2%
Original,6653,0.1%,2971,0.2%,1654,0.0%,1926,0.2%
Original,6659,0.1%,2976,0.2%,1654,0.0%,1927,0.2%
Original,6671,0.1%,2981,0.2%,1657,0.0%,1931,0.2%
Original,6674,0.1%,2984,0.2%,1657,0.0%,1931,0.2%
Original,6686,0.1%,2985,0.2%,1658,0.0%,1941,0.2%
Original,6693,0.1%,2985,0.2%,1662,0.0%,1944,0.2%
Original,6743,0.1%,3024,0.2%,1669,0.0%,1948,0.2%
Original,6756,0.1%,3036,0.2%,1669,0.0%,1949,0.2%
Original,6770,0.1%,3046,0.2%,1673,0.0%,1949,0.2%
Original,6776,0.1%,3051,0.2%,1673,0.0%,1950,0.2%
Original,6821,0.1%,3090,0.2%,1679,0.0%,1950,0.2%
Original,6837,0.1%,3095,0.2%,1690,0.0%,1950,0.2%
Original,6852,0.1%,3102,0.2%,1698,0.0%,1950,0.2%
Original,6872,0.1%,3119,0.2%,1700,0.0%,1950,0.2%
Original,6877,0.1%,3124,0.2%,1700,0.0%,1950,0.2%
Original,6897,0.1%,3137,0.2%,1705,0.0%,1952,0.2%
Original,6897,0.1%,3137,0.2%,1705,0.0%,1952,0.2%
Original,6901,0.1%,3141,0.2%,1705,0.0%,1952,0.2%
Original,6909,0.1%,3149,0.2%,1705,0.0%,1952,0.2%
Original,6919,0.1%,3158,0.2%,1706,0.0%,1952,0.2%
Original,6930,0.1%,3169,0.2%,1706,0.0%,1952,0.2%
Original,6942,0.1%,3180,0.2%,1707,0.0%,1952,0.2%
Original,6954,0.1%,3191,0.2%,1708,0.0%,1952,0.2%
Original,6984,0.1%,3212,0.2%,1709,0.0%,1960,0.2%
Original,7004,0.1%,3221,0.2%,1713,0.0%,1967,0.2%
Original,7040,0.1%,3255,0.2%,1715,0.0%,1967,0.2%
Original,7104,0.1%,3302,0.2%,1716,0.0%,1983,0.2%
Original,7148,0.1%,3313,0.2%,1716,0.0%,2016,0.1%
Original,7187,0.1%,3351,0.2%,1717,0.0%,2016,0.1%
Original,7236,0.1%,3397,0.2%,1717,0.0%,2019,0.1%
Original,7264,0.1%,3413,0.2%,1718,0.0%,2030,0.1%
Original,7280,0.1%,3427,0.2%,1718,0.0%,2032,0.1%
Original,7309,0.1%,3456,0.2%,1718,0.0%,2032,0.1%
Original,7328,0.1%,3470,0.2%,1723,0.0%,2032,0.1%
Original,7372,0.1%,3481,0.2%,1729,0.0%,2059,0.0%
Original,7430,0.1%,3521,0.2%,1731,0.0%,2074,0.0%
Original,7472,0.1%,3541,0.2%,1740,0.0%,2087,0.0%
Original,7482,0.1%,3543,0.2%,1742,0.0%,2093,0.0%
Original,7545,0.1%,3599,0.1%,1742,0.0%,2100,0.0%
Original,7626,0.1%,3665,0.1%,1746,0.0%,2111,0.0%
Original,7739,0.1%,3697,0.1%,1749,0.0%,2187,0.0%
Original,7955,0.1%,3868,0.1%,1755,0.0%,2226,0.0%
Original,7982,0.1%,3895,0.1%,1755,0.0%,2226,0.0%
Original,8243,0.0%,4123,0.1%,1768,0.0%,2246,0.0%
Original,8294,0.0%,4168,0.1%,1773,0.0%,2247,0.0%
Original,8513,0.0%,4303,0.0%,1781,0.0%,2322,0.0%
Original,8536,0.0%,4304,0.0%,1790,0.0%,2334,0.1%
Original,8592,0.0%,4319,0.0%,1795,0.0%,2370,0.0%
Original,8640,0.0%,4336,0.0%,1797,0.0%,2399,0.0%
Original,8683,0.0%,4360,0.0%,1799,0.0%,2416,0.0%
Original,8718,0.0%,4375,0.0%,1799,0.0%,2436,0.0%
Original,8734,0.0%,4391,0.0%,1799,0.0%,2436,0.0%
Original,8783,0.0%,4438,0.0%,1801,0.0%,2436,0.0%
Original,8788,0.0%,4443,0.0%,1801,0.0%,2436,0.0%
Original,8795,0.0%,4450,0.0%,1801,0.0%,2436,0.0%
Original,8827,0.0%,4471,0.0%,1807,0.0%,2441,0.0%
Original,8872,0.0%,4514,0.0%,1809,0.0%,2441,0.0%
Original,8875,0.0%,4517,0.0%,1809,0.0%,2441,0.0%
Original,8886,0.0%,4527,0.0%,1810,0.0%,2441,0.0%
Original,8919,0.0%,4556,0.0%,1811,0.0%,2444,0.0%
Original,8930,0.0%,4567,0.0%,1811,0.0%,2444,0.0%
Original,8948,0.0%,4584,0.0%,1811,0.0%,2445,0.0%
Original,8976,0.0%,4612,0.0%,1811,0.0%,2445,0.0%
Original,9026,0.0%,4632,0.0%,1811,0.0%,2475,0.0%
Original,9032,0.0%,4638,0.0%,1811,0.0%,2475,0.0%
Original,9069,0.0%,4674,0.0%,1811,0.0%,2476,0.0%
Original,9079,0.0%,4684,0.0%,1811,0.0%,2476,0.0%
Original,9099,0.0%,4697,0.0%,1811,0.0%,2483,0.0%
Original,9117,0.0%,4715,0.0%,1811,0.0%,2483,0.0%
Original,9120,0.0%,4718,0.0%,1811,0.0%,2483,0.0%
Original,9129,0.0%,4727,0.0%,1811,0.0%,2483,0.0%
Original,9143,0.0%,4737,0.0%,1815,0.0%,2483,0.0%
Original,9166,0.0%,4760,0.0%,1815,0.0%,2483,0.0%
Original,9154,0.0%,4748,0.0%,1815,0.0%,2483,0.0%
Original,9135,0.0%,4739,0.0%,1815,0.0%,2473,0.0%
Original,9114,0.0%,4728,0.0%,1815,0.0%,2463,0.0%
Original,9071,0.0%,4687,0.0%,1813,0.0%,2463,0.0%
Original,9060,0.0%,4676,0.0%,1813,0.0%,2463,0.0%
Original,9055,0.0%,4671,0.0%,1813,0.0%,2463,0.0%
Original,9033,0.0%,4654,0.0%,1813,0.0%,2458,0.0%
Original,9017,0.0%,4644,0.0%,1807,0.0%,2458,0.0%
Original,8972,0.0%,4601,0.0%,1805,0.0%,2458,0.0%
Original,8968,0.0%,4597,0.0%,1805,0.0%,2458,0.0%
Original,8955,0.0%,4585,0.0%,1804,0.0%,2458,0.0%
Original,8919,0.0%,4553,0.0%,1803,0.0%,2455,0.0%
Original,8908,0.0%,4542,0.0%,1803,0.0%,2455,0.0%
Original,8883,0.0%,4518,0.0%,1803,0.0%,2454,0.0%
Original,8862,0.0%,4497,0.0%,1803,0.0%,2454,0.0%
Original,8812,0.0%,4477,0.0%,1803,0.0%,2424,0.0%
Original,8782,0.0%,4448,0.0%,1803,0.0%,2423,0.0%
Original,8770,0.0%,4436,0.0%,1803,0.0%,2423,0.0%
Original,8759,0.0%,4425,0.0%,1803,0.0%,2423,0.0%
Original,8738,0.0%,4411,0.0%,1803,0.0%,2416,0.0%
Original,8720,0.0%,4393,0.0%,1803,0.0%,2416,0.0%
Original,8717,0.0%,4390,0.0%,1803,0.0%,2416,0.0%
Original,8708,0.0%,4381,0.0%,1803,0.0%,2416,0.0%
Original,8685,0.0%,4362,0.0%,1799,0.0%,2416,0.0%
Original,8671,0.0%,4348,0.0%,1799,0.0%,2416,0.0%
