Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
Original,5,16,43,0,4,15,24,0,0,2
Original,0 (5; 100.0%),16 (0; 0.0%),18 (25; 58.1%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),18 (25; 58.1%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),18 (25; 58.1%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),18 (25; 58.1%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),18 (25; 58.1%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),27 (16; 37.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),17 (7; 29.2%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),30 (13; 30.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),30 (13; 30.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),30 (13; 30.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),30 (13; 30.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),30 (13; 30.2%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,0 (5; 100.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,1 (4; 80.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),38 (5; 11.6%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),39 (4; 9.3%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),39 (4; 9.3%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),39 (4; 9.3%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),39 (4; 9.3%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),40 (3; 7.0%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),40 (3; 7.0%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),40 (3; 7.0%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),40 (3; 7.0%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,2 (3; 60.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),2 (2; 50.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,3 (2; 40.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),3 (1; 25.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
Original,5 (0; 0.0%),16 (0; 0.0%),41 (2; 4.7%),0 (0; 0.0%),4 (0; 0.0%),14 (1; 6.7%),21 (3; 12.5%),0 (0; 0.0%),0 (0; 0.0%),2 (0; 0.0%)
