Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
Original,5439,0.5%,1611,0.4%,1708,0.0%,1992,1.0%
Original,5462,0.5%,1629,0.4%,1708,0.0%,1997,1.0%
Original,5469,0.5%,1633,0.4%,1708,0.0%,2000,1.0%
Original,5471,0.5%,1635,0.4%,1708,0.0%,2000,1.0%
Original,5483,0.5%,1645,0.4%,1710,0.0%,2000,1.0%
Original,5487,0.5%,1649,0.4%,1710,0.0%,2000,1.0%
Original,5492,0.5%,1654,0.4%,1710,0.0%,2000,1.0%
Original,5496,0.5%,1658,0.4%,1710,0.0%,2000,1.0%
Original,5532,0.5%,1679,0.4%,1722,0.0%,2002,1.0%
Original,5539,0.5%,1685,0.4%,1723,0.0%,2002,1.0%
Original,5548,0.5%,1694,0.4%,1723,0.0%,2002,1.0%
Original,5561,0.5%,1707,0.4%,1723,0.0%,2002,1.0%
Original,5588,0.5%,1734,0.3%,1723,0.0%,2002,1.0%
Original,5604,0.5%,1742,0.3%,1730,0.0%,2003,1.0%
Original,5612,0.5%,1749,0.3%,1730,0.0%,2004,1.0%
Original,5613,0.5%,1750,0.3%,1730,0.0%,2004,1.0%
Original,5626,0.5%,1762,0.3%,1731,0.0%,2004,1.0%
Original,5636,0.5%,1772,0.3%,1731,0.0%,2004,1.0%
Original,5670,0.4%,1806,0.0%,1731,0.0%,2004,1.0%
Original,5738,0.3%,1812,0.0%,1732,0.0%,2064,0.9%
Original,5753,0.3%,1817,0.0%,1734,0.0%,2072,0.9%
Original,5770,0.3%,1834,0.0%,1734,0.0%,2072,0.9%
Original,5772,0.3%,1836,0.0%,1734,0.0%,2072,0.9%
Original,5778,0.3%,1841,0.0%,1734,0.0%,2073,0.9%
Original,5800,0.3%,1846,0.0%,1734,0.0%,2083,0.9%
Original,5802,0.3%,1848,0.0%,1734,0.0%,2083,0.9%
Original,5811,0.3%,1857,0.0%,1734,0.0%,2083,0.9%
Original,5830,0.3%,1873,0.0%,1737,0.0%,2083,0.9%
Original,5856,0.3%,1898,0.0%,1738,0.0%,2083,0.9%
Original,5865,0.3%,1907,0.0%,1738,0.0%,2083,0.9%
Original,5906,0.3%,1948,0.0%,1738,0.0%,2083,0.9%
Original,5920,0.3%,1960,0.0%,1740,0.0%,2083,0.9%
Original,5945,0.3%,1976,0.0%,1748,0.0%,2084,0.9%
Original,5955,0.3%,1986,0.0%,1748,0.0%,2084,0.9%
Original,5961,0.3%,1989,0.0%,1751,0.0%,2084,0.9%
Original,5974,0.3%,1999,0.0%,1753,0.0%,2085,0.9%
Original,6001,0.3%,2023,0.0%,1756,0.0%,2085,0.9%
Original,6022,0.3%,2036,0.0%,1757,0.0%,2087,0.9%
Original,6057,0.3%,2060,0.0%,1759,0.0%,2096,0.9%
Original,6173,0.3%,2161,0.0%,1759,0.0%,2111,0.9%
Original,6192,0.3%,2177,0.0%,1759,0.0%,2112,0.9%
Original,6195,0.3%,2180,0.0%,1759,0.0%,2112,0.9%
Original,6207,0.3%,2189,0.0%,1762,0.0%,2112,0.9%
Original,6225,0.3%,2207,0.0%,1762,0.0%,2112,0.9%
Original,6235,0.3%,2209,0.0%,1762,0.0%,2120,0.8%
Original,6241,0.3%,2215,0.0%,1762,0.0%,2120,0.8%
Original,6250,0.3%,2224,0.0%,1762,0.0%,2120,0.8%
Original,6254,0.3%,2228,0.0%,1762,0.0%,2120,0.8%
Original,6265,0.3%,2234,0.0%,1762,0.0%,2125,0.8%
Original,6335,0.3%,2265,0.0%,1766,0.0%,2160,0.7%
Original,6438,0.2%,2323,0.0%,1773,0.0%,2198,0.7%
Original,6520,0.2%,2362,0.0%,1790,0.0%,2208,0.7%
Original,6611,0.3%,2405,0.0%,1824,0.0%,2222,0.7%
Original,6666,0.3%,2451,0.0%,1833,0.0%,2222,0.7%
Original,6667,0.3%,2452,0.0%,1833,0.0%,2222,0.7%
Original,6679,0.3%,2456,0.0%,1841,0.0%,2222,0.7%
Original,6683,0.3%,2460,0.0%,1841,0.0%,2222,0.7%
Original,6685,0.3%,2462,0.0%,1841,0.0%,2222,0.7%
Original,6696,0.3%,2472,0.0%,1842,0.0%,2222,0.7%
Original,6705,0.3%,2476,0.0%,1847,0.0%,2222,0.7%
Original,6746,0.3%,2510,0.0%,1854,0.0%,2222,0.7%
Original,6753,0.3%,2517,0.0%,1854,0.0%,2222,0.7%
Original,6782,0.3%,2531,0.0%,1869,0.0%,2222,0.7%
Original,6799,0.3%,2547,0.0%,1870,0.0%,2222,0.7%
Original,6819,0.2%,2567,0.0%,1870,0.0%,2222,0.7%
Original,6885,0.2%,2603,0.0%,1879,0.0%,2238,0.7%
Original,7030,0.2%,2681,0.0%,1900,0.0%,2283,0.7%
Original,7042,0.2%,2688,0.0%,1900,0.0%,2288,0.7%
Original,7184,0.2%,2781,0.0%,1900,0.0%,2336,0.7%
Original,7191,0.2%,2788,0.0%,1900,0.0%,2336,0.7%
Original,7194,0.2%,2791,0.0%,1900,0.0%,2336,0.7%
Original,7211,0.2%,2802,0.0%,1900,0.0%,2342,0.7%
Original,7255,0.2%,2841,0.0%,1901,0.0%,2346,0.5%
Original,7264,0.2%,2850,0.0%,1901,0.0%,2346,0.5%
Original,7284,0.2%,2867,0.0%,1904,0.0%,2346,0.5%
Original,7361,0.2%,2942,0.0%,1905,0.0%,2347,0.5%
Original,7449,0.2%,3013,0.0%,1919,0.0%,2350,0.5%
Original,7618,0.2%,3111,0.0%,1946,0.0%,2394,0.5%
Original,7635,0.2%,3120,0.0%,1946,0.0%,2402,0.5%
Original,7691,0.2%,3149,0.0%,1956,0.0%,2419,0.5%
Original,7752,0.2%,3191,0.1%,1964,0.0%,2429,0.5%
Original,7767,0.2%,3202,0.1%,1964,0.0%,2433,0.5%
Original,7776,0.2%,3211,0.1%,1964,0.0%,2433,0.5%
Original,7801,0.2%,3232,0.1%,1964,0.0%,2437,0.5%
Original,7805,0.2%,3236,0.1%,1964,0.0%,2437,0.5%
Original,7812,0.2%,3238,0.1%,1964,0.0%,2442,0.5%
Original,7837,0.2%,3263,0.1%,1964,0.0%,2442,0.5%
Original,7846,0.1%,3272,0.1%,1964,0.0%,2442,0.2%
Original,7853,0.1%,3279,0.1%,1964,0.0%,2442,0.2%
Original,8020,0.1%,3402,0.1%,2002,0.0%,2448,0.2%
Original,8026,0.1%,3407,0.1%,2003,0.0%,2448,0.2%
Original,8033,0.1%,3413,0.1%,2004,0.0%,2448,0.2%
Original,8042,0.1%,3422,0.1%,2004,0.0%,2448,0.2%
Original,8043,0.1%,3423,0.1%,2004,0.0%,2448,0.2%
Original,8051,0.1%,3430,0.1%,2005,0.0%,2448,0.2%
Original,8052,0.1%,3431,0.1%,2005,0.0%,2448,0.2%
Original,8065,0.1%,3444,0.1%,2005,0.0%,2448,0.2%
Original,8069,0.1%,3445,0.1%,2008,0.0%,2448,0.2%
Original,8100,0.1%,3475,0.1%,2008,0.0%,2449,0.2%
Original,8124,0.1%,3496,0.1%,2009,0.0%,2451,0.2%
Original,8159,0.1%,3515,0.1%,2009,0.0%,2467,0.1%
Original,8168,0.1%,3517,0.1%,2009,0.0%,2474,0.1%
Original,8175,0.1%,3524,0.1%,2009,0.0%,2474,0.1%
Original,8247,0.1%,3569,0.1%,2012,0.0%,2497,0.1%
Original,8299,0.1%,3618,0.1%,2015,0.0%,2497,0.1%
Original,8352,0.1%,3667,0.1%,2018,0.0%,2498,0.1%
Original,8472,0.1%,3694,0.1%,2018,0.0%,2590,0.1%
Original,8636,0.1%,3790,0.1%,2023,0.0%,2652,0.1%
Original,8725,0.1%,3839,0.1%,2040,0.0%,2675,0.1%
Original,8796,0.1%,3891,0.1%,2058,0.0%,2675,0.1%
Original,8807,0.1%,3901,0.1%,2058,0.0%,2676,0.1%
Original,8812,0.1%,3906,0.1%,2058,0.0%,2676,0.1%
Original,8816,0.1%,3910,0.1%,2058,0.0%,2676,0.1%
Original,8963,0.1%,4042,0.1%,2058,0.0%,2691,0.1%
Original,9075,0.1%,4154,0.1%,2058,0.0%,2691,0.1%
Original,9098,0.1%,4170,0.1%,2065,0.0%,2691,0.1%
Original,9106,0.1%,4177,0.1%,2065,0.0%,2691,0.1%
Original,9108,0.1%,4179,0.1%,2065,0.0%,2691,0.1%
Original,9118,0.1%,4188,0.1%,2066,0.0%,2691,0.1%
Original,9166,0.1%,4208,0.1%,2067,0.0%,2717,0.1%
Original,9168,0.1%,4210,0.1%,2067,0.0%,2717,0.1%
Original,9212,0.1%,4231,0.1%,2078,0.0%,2729,0.1%
Original,9223,0.1%,4242,0.1%,2078,0.0%,2729,0.1%
Original,9228,0.1%,4247,0.1%,2078,0.0%,2729,0.1%
Original,9303,0.1%,4271,0.1%,2081,0.0%,2776,0.1%
Original,9376,0.1%,4327,0.1%,2083,0.0%,2791,0.1%
Original,9423,0.1%,4366,0.1%,2090,0.0%,2792,0.1%
Original,9431,0.1%,4374,0.1%,2090,0.0%,2792,0.1%
Original,9434,0.1%,4377,0.1%,2090,0.0%,2792,0.1%
Original,9450,0.1%,4387,0.1%,2090,0.0%,2798,0.1%
Original,9478,0.1%,4392,0.1%,2090,0.0%,2821,0.1%
Original,9503,0.1%,4401,0.1%,2091,0.0%,2836,0.1%
Original,9546,0.1%,4410,0.1%,2097,0.0%,2864,0.1%
Original,9557,0.1%,4412,0.1%,2097,0.0%,2873,0.1%
Original,9778,0.1%,4489,0.1%,2111,0.0%,3002,0.1%
Original,9800,0.1%,4506,0.1%,2116,0.0%,3002,0.1%
Original,9827,0.1%,4532,0.1%,2117,0.0%,3002,0.1%
Original,9929,0.1%,4586,0.1%,2153,0.0%,3014,0.1%
Original,9932,0.1%,4589,0.1%,2153,0.0%,3014,0.1%
Original,10147,0.0%,4735,0.0%,2218,0.0%,3018,0.1%
Original,10149,0.0%,4737,0.0%,2218,0.0%,3018,0.1%
Original,10156,0.0%,4739,0.0%,2223,0.0%,3018,0.1%
Original,10163,0.0%,4740,0.0%,2228,0.0%,3019,0.1%
Original,10165,0.0%,4741,0.0%,2228,0.0%,3019,0.1%
Original,10218,0.0%,4779,0.0%,2243,0.0%,3019,0.1%
Original,10227,0.0%,4788,0.0%,2243,0.0%,3019,0.1%
Original,10233,0.0%,4794,0.0%,2243,0.0%,3019,0.1%
Original,10236,0.0%,4797,0.0%,2243,0.0%,3019,0.1%
Original,10247,0.0%,4806,0.0%,2245,0.0%,3019,0.1%
Original,10252,0.0%,4807,0.0%,2249,0.0%,3019,0.1%
Original,10253,0.0%,4808,0.0%,2249,0.0%,3019,0.1%
Original,10281,0.0%,4827,0.0%,2258,0.0%,3019,0.1%
Original,10287,0.0%,4827,0.0%,2264,0.0%,3019,0.1%
Original,10305,0.0%,4838,0.0%,2271,0.0%,3019,0.1%
Original,10316,0.0%,4849,0.0%,2271,0.0%,3019,0.1%
Original,10412,0.0%,4877,0.0%,2301,0.0%,3054,0.1%
Original,10483,0.0%,4923,0.0%,2315,0.0%,3065,0.1%
Original,10484,0.0%,4923,0.0%,2316,0.0%,3065,0.1%
Original,10486,0.0%,4924,0.0%,2317,0.0%,3065,0.1%
Original,10486,0.0%,4924,0.0%,2317,0.0%,3065,0.1%
Original,10487,0.0%,4924,0.0%,2318,0.0%,3065,0.1%
Original,10505,0.0%,4928,0.0%,2318,0.0%,3079,0.1%
Original,10546,0.0%,4958,0.0%,2322,0.0%,3086,0.0%
Original,10660,0.0%,5044,0.0%,2327,0.0%,3108,0.0%
Original,10669,0.0%,5050,0.0%,2327,0.0%,3111,0.0%
Original,10825,0.0%,5162,0.0%,2343,0.0%,3138,0.0%
Original,10785,0.0%,5128,0.0%,2337,0.0%,3138,0.0%
Original,10820,0.0%,5157,0.0%,2337,0.0%,3144,0.0%
Original,10892,0.0%,5179,0.0%,2340,0.0%,3190,0.0%
Original,10820,0.0%,5157,0.0%,2337,0.0%,3144,0.0%
Original,10785,0.0%,5128,0.0%,2337,0.0%,3138,0.0%
