Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
Original,8,20,93,0,2,22,34,0,0,4
Original,7 (1; 12.5%),16 (4; 20.0%),36 (57; 61.3%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),22 (12; 35.3%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,7 (1; 12.5%),16 (4; 20.0%),37 (56; 60.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),24 (10; 29.4%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),45 (48; 51.6%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),25 (9; 26.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),50 (43; 46.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),25 (9; 26.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),50 (43; 46.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),25 (9; 26.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),50 (43; 46.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),50 (43; 46.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),50 (43; 46.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),51 (42; 45.2%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),26 (8; 23.5%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),27 (7; 20.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),52 (41; 44.1%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),16 (4; 20.0%),59 (34; 36.6%),0 (0; 0.0%),1 (1; 50.0%),21 (1; 4.5%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),1 (1; 50.0%),22 (0; 0.0%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),1 (1; 50.0%),22 (0; 0.0%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),1 (1; 50.0%),22 (0; 0.0%),28 (6; 17.6%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
